Timestamp,Package_Temp(°C),Core0_Temp(°C),Core1_Temp(°C),Core2_Temp(°C),Core3_Temp(°C),Core4_Temp(°C),Core5_Temp(°C),Core6_Temp(°C),Core7_Temp(°C),Fan_Speed(RPM),task_level
2025-07-31 12:50:21,60.0,51.0,51.0,52.0,52.0,60.0,51.0,58.0,51.0,1024,3.4
2025-07-31 12:50:22,51.0,50.0,49.0,50.0,49.0,50.0,49.0,50.0,49.0,1023,3.4
2025-07-31 12:50:23,51.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,49.0,1023,3.4
2025-07-31 12:50:24,72.0,66.0,64.0,69.0,72.0,68.0,72.0,72.0,72.0,1017,3.4
2025-07-31 12:50:25,83.0,83.0,76.0,83.0,75.0,83.0,77.0,79.0,82.0,1013,3.4
2025-07-31 12:50:26,80.0,79.0,73.0,80.0,78.0,80.0,80.0,79.0,78.0,1011,3.4
2025-07-31 12:50:27,86.0,80.0,72.0,85.0,84.0,85.0,86.0,82.0,76.0,1013,3.4
2025-07-31 12:50:28,87.0,81.0,80.0,84.0,84.0,85.0,82.0,82.0,87.0,1057,3.4
2025-07-31 12:50:29,89.0,88.0,80.0,87.0,89.0,86.0,85.0,85.0,84.0,1148,3.4
2025-07-31 12:50:30,91.0,85.0,79.0,91.0,84.0,91.0,90.0,87.0,84.0,1247,3.4
2025-07-31 12:50:31,94.0,85.0,85.0,88.0,82.0,89.0,94.0,89.0,90.0,1329,3.4
2025-07-31 12:50:33,93.0,89.0,87.0,89.0,93.0,89.0,89.0,88.0,88.0,1412,3.4
2025-07-31 12:50:34,92.0,90.0,81.0,92.0,85.0,92.0,87.0,85.0,87.0,1502,3.4
2025-07-31 12:50:35,94.0,93.0,79.0,91.0,83.0,91.0,89.0,93.0,85.0,1592,3.4
2025-07-31 12:50:36,94.0,86.0,85.0,89.0,93.0,88.0,94.0,88.0,93.0,1682,3.4
2025-07-31 12:50:37,89.0,83.0,79.0,89.0,83.0,86.0,84.0,85.0,84.0,1776,3.4
2025-07-31 12:50:38,90.0,85.0,78.0,90.0,82.0,88.0,84.0,84.0,83.0,1865,3.4
2025-07-31 12:50:39,90.0,88.0,79.0,85.0,84.0,90.0,84.0,86.0,85.0,1957,3.4
2025-07-31 12:50:40,87.0,83.0,82.0,85.0,85.0,85.0,81.0,87.0,87.0,2046,3.4
2025-07-31 12:50:41,89.0,83.0,82.0,88.0,82.0,84.0,87.0,89.0,83.0,2130,3.4
2025-07-31 12:50:42,88.0,85.0,81.0,87.0,81.0,86.0,88.0,84.0,83.0,2216,3.4
2025-07-31 12:50:43,89.0,87.0,79.0,85.0,83.0,90.0,83.0,84.0,84.0,2304,3.4
2025-07-31 12:50:44,87.0,83.0,78.0,85.0,86.0,85.0,84.0,84.0,87.0,2390,3.4
2025-07-31 12:50:45,86.0,85.0,77.0,84.0,83.0,86.0,82.0,83.0,84.0,2477,3.4
2025-07-31 12:50:46,89.0,83.0,79.0,89.0,81.0,86.0,87.0,86.0,82.0,2497,3.4
2025-07-31 12:50:47,89.0,86.0,81.0,85.0,84.0,89.0,84.0,86.0,80.0,2510,3.4
2025-07-31 12:50:48,87.0,87.0,82.0,84.0,87.0,84.0,82.0,86.0,85.0,2523,3.4
2025-07-31 12:50:49,88.0,85.0,80.0,84.0,83.0,86.0,82.0,85.0,88.0,2597,3.4
2025-07-31 12:50:50,88.0,84.0,79.0,88.0,82.0,88.0,87.0,84.0,88.0,2625,3.4
2025-07-31 12:50:51,89.0,84.0,79.0,88.0,85.0,89.0,87.0,86.0,83.0,2627,3.4
2025-07-31 12:50:52,89.0,87.0,81.0,87.0,81.0,88.0,83.0,89.0,82.0,2647,3.4
2025-07-31 12:50:53,87.0,85.0,79.0,87.0,83.0,87.0,85.0,85.0,84.0,2649,3.4
2025-07-31 12:50:54,87.0,84.0,81.0,87.0,86.0,87.0,86.0,85.0,85.0,2660,3.4
2025-07-31 12:50:55,87.0,86.0,81.0,85.0,87.0,87.0,87.0,87.0,86.0,2666,3.4
2025-07-31 12:50:56,88.0,88.0,80.0,87.0,82.0,87.0,88.0,86.0,82.0,2675,3.4
2025-07-31 12:50:57,90.0,84.0,84.0,89.0,82.0,86.0,84.0,90.0,83.0,2683,3.4
2025-07-31 12:50:58,88.0,85.0,79.0,88.0,81.0,87.0,85.0,85.0,84.0,2694,3.4
2025-07-31 12:50:59,88.0,85.0,80.0,87.0,88.0,87.0,83.0,87.0,85.0,2702,3.4
2025-07-31 12:51:00,89.0,89.0,82.0,88.0,83.0,85.0,88.0,87.0,87.0,2710,3.4
2025-07-31 12:51:01,89.0,87.0,83.0,89.0,83.0,88.0,85.0,88.0,88.0,2719,3.4
2025-07-31 12:51:02,87.0,85.0,80.0,87.0,87.0,87.0,86.0,86.0,85.0,2728,3.4
2025-07-31 12:51:03,89.0,85.0,79.0,87.0,89.0,87.0,88.0,85.0,83.0,2739,3.4
2025-07-31 12:51:04,90.0,88.0,81.0,90.0,83.0,87.0,90.0,87.0,86.0,2746,3.4
2025-07-31 12:51:05,89.0,88.0,83.0,87.0,83.0,89.0,84.0,88.0,86.0,2750,3.4
2025-07-31 12:51:06,87.0,85.0,80.0,86.0,85.0,87.0,86.0,85.0,84.0,2762,3.4
2025-07-31 12:51:07,89.0,85.0,79.0,87.0,85.0,86.0,89.0,86.0,85.0,2770,3.4
2025-07-31 12:51:08,89.0,87.0,84.0,89.0,83.0,89.0,85.0,88.0,87.0,2776,3.4
2025-07-31 12:51:09,91.0,90.0,85.0,87.0,81.0,91.0,84.0,90.0,84.0,2784,3.4
2025-07-31 12:51:10,89.0,85.0,78.0,87.0,89.0,86.0,86.0,85.0,83.0,2790,3.4
2025-07-31 12:51:11,90.0,82.0,79.0,90.0,84.0,87.0,89.0,83.0,89.0,2802,3.4
2025-07-31 12:51:12,89.0,88.0,82.0,89.0,83.0,88.0,85.0,88.0,88.0,2806,3.4
2025-07-31 12:51:13,87.0,86.0,80.0,87.0,87.0,87.0,86.0,86.0,85.0,2830,3.4
2025-07-31 12:51:14,90.0,86.0,80.0,88.0,84.0,87.0,90.0,86.0,85.0,2837,3.4
2025-07-31 12:51:15,90.0,84.0,83.0,90.0,84.0,89.0,86.0,84.0,85.0,2848,3.4
2025-07-31 12:51:16,88.0,87.0,83.0,87.0,82.0,88.0,84.0,88.0,88.0,2854,3.4
2025-07-31 12:51:17,89.0,86.0,80.0,87.0,89.0,87.0,84.0,86.0,84.0,2867,3.4
2025-07-31 12:51:18,90.0,86.0,80.0,85.0,84.0,87.0,90.0,86.0,83.0,2869,3.4
2025-07-31 12:51:19,90.0,88.0,84.0,90.0,84.0,89.0,85.0,88.0,87.0,2883,3.4
2025-07-31 12:51:20,89.0,87.0,85.0,87.0,86.0,87.0,85.0,89.0,84.0,2886,3.4
2025-07-31 12:51:21,90.0,85.0,80.0,86.0,90.0,86.0,88.0,86.0,85.0,2912,3.4
2025-07-31 12:51:22,91.0,85.0,80.0,89.0,84.0,87.0,91.0,86.0,83.0,2917,3.4
2025-07-31 12:51:23,92.0,88.0,84.0,92.0,84.0,90.0,85.0,87.0,87.0,2923,3.4
2025-07-31 12:51:24,89.0,85.0,85.0,87.0,86.0,87.0,85.0,89.0,84.0,2931,3.4
2025-07-31 12:51:25,90.0,85.0,80.0,88.0,85.0,87.0,90.0,87.0,85.0,2945,3.4
2025-07-31 12:51:27,90.0,86.0,80.0,90.0,84.0,89.0,90.0,85.0,83.0,2949,3.4
2025-07-31 12:51:28,89.0,88.0,80.0,87.0,81.0,89.0,84.0,86.0,86.0,2958,3.4
2025-07-31 12:51:29,90.0,85.0,86.0,86.0,87.0,87.0,84.0,90.0,85.0,2962,3.4
2025-07-31 12:51:30,92.0,84.0,80.0,89.0,84.0,88.0,92.0,87.0,85.0,2975,3.4
2025-07-31 12:51:31,91.0,88.0,83.0,92.0,83.0,90.0,85.0,85.0,85.0,2978,3.4
2025-07-31 12:51:32,89.0,85.0,84.0,87.0,85.0,87.0,86.0,89.0,89.0,2990,3.4
2025-07-31 12:51:33,88.0,85.0,79.0,85.0,86.0,86.0,88.0,87.0,85.0,2998,3.4
2025-07-31 12:51:34,90.0,87.0,79.0,90.0,83.0,89.0,89.0,86.0,85.0,3006,3.4
2025-07-31 12:51:35,90.0,89.0,80.0,88.0,84.0,92.0,85.0,86.0,82.0,3005,3.4
2025-07-31 12:51:36,89.0,86.0,84.0,87.0,87.0,87.0,85.0,88.0,88.0,3018,3.4
2025-07-31 12:51:37,89.0,84.0,84.0,88.0,85.0,84.0,88.0,89.0,84.0,3023,3.4
2025-07-31 12:51:38,91.0,86.0,79.0,91.0,84.0,89.0,90.0,86.0,84.0,3037,3.4
2025-07-31 12:51:39,90.0,90.0,78.0,88.0,83.0,88.0,85.0,86.0,82.0,3042,3.4
2025-07-31 12:51:40,88.0,85.0,83.0,87.0,87.0,86.0,84.0,87.0,88.0,3054,3.4
2025-07-31 12:51:41,90.0,83.0,80.0,90.0,84.0,84.0,89.0,90.0,84.0,3057,3.4
2025-07-31 12:51:42,89.0,89.0,79.0,88.0,84.0,89.0,85.0,85.0,84.0,3066,3.4
2025-07-31 12:51:43,89.0,86.0,79.0,89.0,82.0,88.0,86.0,87.0,86.0,3071,3.4
2025-07-31 12:51:44,90.0,85.0,84.0,85.0,88.0,87.0,83.0,89.0,90.0,3083,3.4
2025-07-31 12:51:45,89.0,84.0,84.0,89.0,87.0,87.0,88.0,87.0,84.0,3085,3.4
2025-07-31 12:51:46,92.0,87.0,80.0,87.0,83.0,92.0,86.0,91.0,84.0,3096,3.4
2025-07-31 12:51:47,90.0,90.0,80.0,88.0,82.0,87.0,85.0,86.0,88.0,3098,3.4
2025-07-31 12:51:48,90.0,85.0,84.0,87.0,87.0,87.0,88.0,86.0,90.0,3110,3.4
2025-07-31 12:51:49,90.0,85.0,82.0,90.0,84.0,89.0,89.0,88.0,85.0,3117,3.4
2025-07-31 12:51:50,90.0,88.0,79.0,88.0,83.0,89.0,85.0,90.0,84.0,3130,3.4
2025-07-31 12:51:51,88.0,88.0,80.0,88.0,81.0,87.0,85.0,86.0,87.0,3134,3.4
2025-07-31 12:51:52,89.0,85.0,84.0,89.0,87.0,84.0,89.0,85.0,89.0,3148,3.4
2025-07-31 12:51:53,90.0,82.0,85.0,90.0,84.0,88.0,90.0,87.0,84.0,3145,3.4
2025-07-31 12:51:54,90.0,88.0,80.0,87.0,84.0,87.0,84.0,90.0,84.0,3159,3.4
2025-07-31 12:51:55,88.0,86.0,80.0,88.0,86.0,87.0,86.0,87.0,87.0,3157,3.4
2025-07-31 12:51:56,90.0,85.0,82.0,90.0,88.0,88.0,86.0,85.0,88.0,3167,3.4
2025-07-31 12:51:57,90.0,87.0,82.0,90.0,83.0,90.0,88.0,87.0,83.0,3159,3.4
2025-07-31 12:51:58,91.0,90.0,80.0,88.0,84.0,87.0,86.0,91.0,85.0,3154,3.4
2025-07-31 12:51:59,88.0,86.0,81.0,88.0,87.0,88.0,86.0,85.0,88.0,3145,3.4
2025-07-31 12:52:00,89.0,84.0,81.0,90.0,88.0,88.0,88.0,85.0,86.0,3143,3.4
2025-07-31 12:52:01,90.0,85.0,84.0,90.0,83.0,89.0,86.0,87.0,83.0,3132,3.4
2025-07-31 12:52:02,91.0,89.0,80.0,88.0,82.0,87.0,85.0,91.0,82.0,3121,3.4
2025-07-31 12:52:03,89.0,85.0,81.0,89.0,87.0,87.0,83.0,86.0,87.0,3112,3.4
2025-07-31 12:52:04,90.0,83.0,82.0,90.0,84.0,89.0,89.0,84.0,86.0,3115,3.4
2025-07-31 12:52:05,89.0,88.0,85.0,88.0,83.0,88.0,84.0,89.0,84.0,3114,3.4
2025-07-31 12:52:06,91.0,87.0,81.0,89.0,81.0,87.0,86.0,91.0,83.0,3110,3.4
2025-07-31 12:52:07,89.0,86.0,79.0,85.0,89.0,85.0,89.0,86.0,89.0,3112,3.4
2025-07-31 12:52:08,90.0,85.0,84.0,90.0,84.0,90.0,89.0,85.0,84.0,3114,3.4
