Timestamp,Package_Temp(°C),Core0_Temp(°C),Core1_Temp(°C),Core2_Temp(°C),Core3_Temp(°C),Core4_Temp(°C),Core5_Temp(°C),Core6_Temp(°C),Core7_Temp(°C),Fan_Speed(RPM),task_level
2025-07-31 17:41:27,45.0,45.0,39.0,40.0,44.0,42.0,39.0,40.0,38.0,1011,1.4
2025-07-31 17:41:29,39.0,38.0,37.0,37.0,37.0,38.0,36.0,38.0,36.0,1010,1.4
2025-07-31 17:41:30,39.0,39.0,37.0,38.0,37.0,39.0,36.0,39.0,36.0,1009,1.4
2025-07-31 17:41:31,39.0,39.0,37.0,37.0,37.0,38.0,36.0,38.0,36.0,1010,1.4
2025-07-31 17:41:32,41.0,40.0,40.0,40.0,40.0,41.0,39.0,41.0,39.0,1007,1.4
2025-07-31 17:41:33,43.0,43.0,42.0,43.0,43.0,43.0,41.0,42.0,41.0,1005,1.4
2025-07-31 17:41:34,60.0,54.0,50.0,60.0,54.0,56.0,54.0,60.0,52.0,1007,1.4
2025-07-31 17:41:35,43.0,40.0,40.0,40.0,40.0,41.0,39.0,41.0,39.0,1008,1.4
2025-07-31 17:41:36,44.0,42.0,41.0,42.0,42.0,43.0,42.0,42.0,41.0,1007,1.4
2025-07-31 17:41:37,47.0,47.0,44.0,47.0,45.0,47.0,45.0,45.0,45.0,1004,1.4
2025-07-31 17:41:38,54.0,46.0,44.0,46.0,52.0,47.0,46.0,45.0,45.0,1006,1.4
2025-07-31 17:41:39,45.0,44.0,43.0,43.0,43.0,44.0,42.0,44.0,41.0,1006,1.4
2025-07-31 17:41:40,54.0,48.0,47.0,50.0,54.0,50.0,48.0,51.0,48.0,1003,1.4
2025-07-31 17:41:41,51.0,51.0,48.0,48.0,41.0,51.0,42.0,43.0,42.0,1009,1.4
2025-07-31 17:41:42,44.0,43.0,42.0,42.0,42.0,43.0,41.0,43.0,41.0,1009,1.4
2025-07-31 17:41:43,45.0,44.0,43.0,43.0,43.0,45.0,43.0,44.0,42.0,1007,1.4
2025-07-31 17:41:44,44.0,44.0,42.0,43.0,43.0,44.0,42.0,43.0,41.0,1008,1.4
2025-07-31 17:41:45,44.0,43.0,41.0,42.0,42.0,43.0,41.0,43.0,41.0,1009,1.4
2025-07-31 17:41:46,46.0,44.0,43.0,44.0,43.0,44.0,43.0,44.0,42.0,1007,1.4
2025-07-31 17:41:47,60.0,49.0,48.0,50.0,53.0,50.0,60.0,49.0,49.0,1003,1.4
2025-07-31 17:41:48,55.0,54.0,53.0,45.0,43.0,53.0,55.0,54.0,53.0,1009,1.4
2025-07-31 17:41:49,45.0,43.0,42.0,42.0,42.0,44.0,41.0,43.0,41.0,1009,1.4
2025-07-31 17:41:50,58.0,57.0,50.0,56.0,54.0,58.0,55.0,56.0,56.0,1008,1.4
2025-07-31 17:41:51,64.0,64.0,56.0,63.0,45.0,57.0,45.0,55.0,55.0,1009,1.4
2025-07-31 17:41:52,45.0,44.0,42.0,43.0,43.0,44.0,41.0,43.0,41.0,1009,1.4
2025-07-31 17:41:53,46.0,45.0,44.0,45.0,44.0,46.0,43.0,44.0,43.0,1007,1.4
2025-07-31 17:41:54,52.0,51.0,47.0,50.0,48.0,52.0,50.0,50.0,49.0,1005,1.4
2025-07-31 17:41:55,59.0,59.0,59.0,58.0,58.0,47.0,46.0,52.0,57.0,1010,1.4
2025-07-31 17:41:56,46.0,44.0,46.0,43.0,42.0,44.0,43.0,47.0,42.0,1009,1.4
2025-07-31 17:41:57,47.0,47.0,45.0,46.0,45.0,47.0,45.0,46.0,45.0,1006,1.4
2025-07-31 17:41:58,67.0,59.0,55.0,67.0,58.0,59.0,59.0,59.0,58.0,1007,1.4
2025-07-31 17:41:59,45.0,44.0,43.0,43.0,43.0,43.0,42.0,43.0,41.0,1010,1.4
2025-07-31 17:42:00,45.0,44.0,43.0,44.0,44.0,44.0,43.0,44.0,42.0,1008,1.4
2025-07-31 17:42:01,47.0,46.0,44.0,45.0,44.0,47.0,44.0,45.0,44.0,1007,1.4
2025-07-31 17:42:02,45.0,44.0,43.0,44.0,44.0,45.0,44.0,44.0,42.0,1009,1.4
2025-07-31 17:42:03,45.0,44.0,43.0,43.0,43.0,45.0,43.0,44.0,42.0,1009,1.4
2025-07-31 17:42:04,46.0,46.0,44.0,44.0,44.0,45.0,44.0,45.0,43.0,1008,1.4
2025-07-31 17:42:05,48.0,48.0,46.0,48.0,47.0,49.0,47.0,47.0,46.0,1006,1.4
2025-07-31 17:42:07,61.0,60.0,56.0,60.0,58.0,60.0,59.0,60.0,59.0,1009,1.4
2025-07-31 17:42:08,45.0,44.0,43.0,43.0,43.0,45.0,42.0,44.0,41.0,1010,1.4
2025-07-31 17:42:09,49.0,48.0,47.0,48.0,47.0,49.0,47.0,48.0,47.0,1005,1.4
