Timestamp,Package_Temp(°C),Core0_Temp(°C),Core1_Temp(°C),Core2_Temp(°C),Core3_Temp(°C),Core4_Temp(°C),Core5_Temp(°C),Core6_Temp(°C),Core7_Temp(°C),Fan_Speed(RPM),task_level
2025-07-31 12:44:09,53.0,45.0,49.0,47.0,44.0,46.0,44.0,53.0,47.0,1013,2.4
2025-07-31 12:44:10,45.0,44.0,43.0,44.0,43.0,44.0,44.0,44.0,43.0,1012,2.4
2025-07-31 12:44:11,64.0,63.0,51.0,63.0,55.0,64.0,53.0,59.0,51.0,1008,2.4
2025-07-31 12:44:12,65.0,63.0,60.0,63.0,59.0,61.0,62.0,62.0,62.0,1009,2.4
2025-07-31 12:44:13,55.0,55.0,52.0,55.0,54.0,55.0,54.0,54.0,53.0,1005,2.4
2025-07-31 12:44:14,53.0,52.0,51.0,53.0,51.0,53.0,51.0,53.0,51.0,1008,2.4
2025-07-31 12:44:15,52.0,51.0,48.0,51.0,50.0,52.0,49.0,52.0,49.0,1010,2.4
2025-07-31 12:44:16,62.0,56.0,55.0,62.0,61.0,60.0,59.0,58.0,56.0,1006,2.4
2025-07-31 12:44:17,56.0,56.0,53.0,55.0,54.0,56.0,56.0,55.0,56.0,1009,2.4
2025-07-31 12:44:18,65.0,64.0,61.0,64.0,63.0,64.0,53.0,65.0,63.0,1010,2.4
2025-07-31 12:44:19,56.0,55.0,54.0,57.0,55.0,56.0,55.0,55.0,54.0,1006,2.4
2025-07-31 12:44:20,53.0,52.0,51.0,53.0,52.0,53.0,51.0,53.0,52.0,1009,2.4
2025-07-31 12:44:21,52.0,52.0,50.0,51.0,51.0,52.0,49.0,52.0,50.0,1010,2.4
2025-07-31 12:44:22,70.0,65.0,60.0,70.0,65.0,70.0,65.0,67.0,63.0,1006,2.4
2025-07-31 12:44:23,55.0,53.0,52.0,53.0,52.0,55.0,52.0,53.0,52.0,1008,2.4
2025-07-31 12:44:24,53.0,52.0,50.0,52.0,51.0,53.0,51.0,53.0,51.0,1009,2.4
2025-07-31 12:44:25,67.0,65.0,61.0,67.0,65.0,67.0,66.0,65.0,65.0,1007,2.4
2025-07-31 12:44:27,55.0,54.0,52.0,54.0,54.0,55.0,53.0,54.0,52.0,1008,2.4
2025-07-31 12:44:28,56.0,54.0,52.0,55.0,54.0,55.0,54.0,54.0,54.0,1007,2.4
2025-07-31 12:44:29,67.0,66.0,62.0,67.0,65.0,66.0,65.0,66.0,65.0,1010,2.4
2025-07-31 12:44:30,55.0,55.0,53.0,54.0,54.0,56.0,53.0,54.0,53.0,1008,2.4
2025-07-31 12:44:31,68.0,67.0,64.0,68.0,65.0,68.0,66.0,68.0,66.0,1010,2.4
2025-07-31 12:44:32,53.0,52.0,51.0,52.0,52.0,53.0,51.0,52.0,51.0,1010,2.4
2025-07-31 12:44:33,71.0,68.0,67.0,70.0,66.0,69.0,65.0,70.0,70.0,1008,2.4
2025-07-31 12:44:34,54.0,53.0,51.0,54.0,52.0,53.0,52.0,54.0,52.0,1009,2.4
2025-07-31 12:44:35,54.0,53.0,51.0,53.0,52.0,53.0,53.0,52.0,52.0,1009,2.4
2025-07-31 12:44:36,72.0,68.0,62.0,67.0,71.0,68.0,66.0,67.0,72.0,1008,2.4
2025-07-31 12:44:37,56.0,55.0,53.0,55.0,54.0,56.0,55.0,55.0,54.0,1008,2.4
2025-07-31 12:44:38,54.0,54.0,52.0,54.0,53.0,54.0,53.0,54.0,52.0,1010,2.4
2025-07-31 12:44:39,62.0,62.0,59.0,63.0,61.0,63.0,62.0,62.0,62.0,1011,2.4
2025-07-31 12:44:40,59.0,58.0,55.0,59.0,55.0,59.0,56.0,57.0,55.0,1007,2.4
2025-07-31 12:44:41,57.0,57.0,54.0,56.0,55.0,57.0,55.0,57.0,55.0,1011,2.4
2025-07-31 12:44:42,54.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,1010,2.4
2025-07-31 12:44:43,70.0,69.0,65.0,70.0,68.0,70.0,68.0,68.0,68.0,1008,2.4
2025-07-31 12:44:44,55.0,54.0,53.0,55.0,54.0,56.0,54.0,55.0,54.0,1008,2.4
2025-07-31 12:44:45,57.0,55.0,54.0,56.0,54.0,57.0,55.0,56.0,55.0,1008,2.4
2025-07-31 12:44:46,54.0,53.0,51.0,53.0,52.0,54.0,51.0,53.0,52.0,1010,2.4
2025-07-31 12:44:47,62.0,59.0,57.0,62.0,60.0,62.0,61.0,63.0,60.0,1008,2.4
2025-07-31 12:44:48,59.0,57.0,54.0,59.0,55.0,57.0,56.0,56.0,56.0,1008,2.4
2025-07-31 12:44:49,54.0,53.0,53.0,54.0,52.0,54.0,52.0,54.0,52.0,1010,2.4
2025-07-31 12:44:50,61.0,59.0,57.0,60.0,59.0,61.0,60.0,62.0,59.0,1008,2.4
2025-07-31 12:44:51,56.0,55.0,53.0,56.0,54.0,56.0,54.0,55.0,55.0,1010,2.4
2025-07-31 12:44:52,55.0,54.0,52.0,54.0,52.0,55.0,53.0,55.0,52.0,1010,2.4
2025-07-31 12:44:53,70.0,68.0,66.0,70.0,68.0,69.0,69.0,70.0,69.0,1009,2.4
2025-07-31 12:44:54,56.0,55.0,53.0,55.0,54.0,56.0,54.0,55.0,53.0,1010,2.4
2025-07-31 12:44:55,57.0,56.0,54.0,56.0,56.0,57.0,56.0,56.0,55.0,1008,2.4
2025-07-31 12:44:56,54.0,53.0,52.0,54.0,52.0,54.0,52.0,54.0,52.0,1011,2.4
2025-07-31 12:44:57,62.0,61.0,58.0,60.0,59.0,62.0,60.0,60.0,62.0,1007,2.4
2025-07-31 12:44:58,59.0,57.0,55.0,59.0,57.0,59.0,57.0,58.0,57.0,1009,2.4
2025-07-31 12:44:59,55.0,54.0,53.0,54.0,53.0,55.0,53.0,54.0,52.0,1010,2.4
2025-07-31 12:45:00,70.0,67.0,64.0,69.0,67.0,70.0,68.0,68.0,67.0,1008,2.4
2025-07-31 12:45:01,58.0,57.0,55.0,58.0,56.0,58.0,56.0,58.0,58.0,1008,2.4
2025-07-31 12:45:02,59.0,58.0,55.0,58.0,56.0,58.0,56.0,59.0,58.0,1010,2.4
2025-07-31 12:45:03,60.0,59.0,56.0,59.0,57.0,60.0,58.0,59.0,59.0,1007,2.4
2025-07-31 12:45:04,60.0,59.0,57.0,60.0,58.0,60.0,58.0,60.0,59.0,1011,2.4
2025-07-31 12:45:06,56.0,54.0,53.0,54.0,53.0,55.0,53.0,55.0,53.0,1011,2.4
2025-07-31 12:45:07,70.0,69.0,67.0,70.0,68.0,70.0,69.0,70.0,70.0,1009,2.4
2025-07-31 12:45:08,57.0,56.0,54.0,56.0,54.0,57.0,55.0,56.0,55.0,1009,2.4
2025-07-31 12:45:09,58.0,57.0,55.0,57.0,55.0,60.0,56.0,57.0,56.0,1009,2.4
2025-07-31 12:45:10,60.0,59.0,56.0,59.0,57.0,60.0,58.0,59.0,57.0,1011,2.4
2025-07-31 12:45:11,62.0,62.0,57.0,60.0,59.0,62.0,59.0,60.0,59.0,1008,2.4
2025-07-31 12:45:12,60.0,60.0,57.0,59.0,57.0,60.0,57.0,60.0,58.0,1009,2.4
2025-07-31 12:45:13,56.0,55.0,53.0,55.0,54.0,56.0,54.0,55.0,54.0,1011,2.4
2025-07-31 12:45:14,72.0,71.0,67.0,72.0,70.0,72.0,69.0,70.0,69.0,1008,2.4
2025-07-31 12:45:15,57.0,56.0,54.0,56.0,55.0,57.0,55.0,57.0,56.0,1010,2.4
2025-07-31 12:45:16,56.0,55.0,53.0,56.0,54.0,56.0,55.0,56.0,55.0,1011,2.4
2025-07-31 12:45:17,72.0,70.0,67.0,71.0,69.0,72.0,70.0,70.0,70.0,1009,2.4
2025-07-31 12:45:18,57.0,57.0,54.0,57.0,54.0,57.0,55.0,57.0,55.0,1011,2.4
2025-07-31 12:45:19,57.0,56.0,54.0,57.0,54.0,57.0,55.0,57.0,55.0,1010,2.4
2025-07-31 12:45:20,57.0,55.0,54.0,57.0,54.0,57.0,55.0,56.0,55.0,1011,2.4
2025-07-31 12:45:21,61.0,59.0,57.0,60.0,58.0,61.0,58.0,59.0,59.0,1007,2.4
2025-07-31 12:45:22,60.0,59.0,56.0,60.0,57.0,59.0,57.0,58.0,57.0,1009,2.4
2025-07-31 12:45:23,57.0,55.0,54.0,56.0,54.0,57.0,54.0,56.0,55.0,1012,2.4
2025-07-31 12:45:24,70.0,66.0,63.0,68.0,65.0,67.0,70.0,65.0,65.0,1008,2.4
2025-07-31 12:45:25,63.0,59.0,58.0,60.0,58.0,63.0,59.0,61.0,59.0,1010,2.4
2025-07-31 12:45:26,57.0,56.0,54.0,56.0,55.0,56.0,55.0,56.0,55.0,1011,2.4
2025-07-31 12:45:27,74.0,73.0,68.0,73.0,71.0,74.0,70.0,70.0,71.0,1009,2.4
2025-07-31 12:45:28,58.0,57.0,54.0,57.0,55.0,58.0,55.0,57.0,56.0,1011,2.4
2025-07-31 12:45:29,57.0,56.0,54.0,56.0,55.0,57.0,55.0,56.0,55.0,1010,2.4
2025-07-31 12:45:30,72.0,71.0,67.0,71.0,69.0,72.0,71.0,70.0,70.0,1010,2.4
2025-07-31 12:45:31,59.0,57.0,56.0,58.0,55.0,58.0,56.0,59.0,56.0,1010,2.4
2025-07-31 12:45:32,61.0,59.0,57.0,60.0,60.0,61.0,58.0,61.0,59.0,1009,2.4
2025-07-31 12:45:33,57.0,56.0,55.0,57.0,55.0,57.0,55.0,57.0,55.0,1012,2.4
2025-07-31 12:45:34,73.0,72.0,67.0,73.0,70.0,72.0,71.0,72.0,70.0,1010,2.4
2025-07-31 12:45:35,69.0,69.0,64.0,69.0,67.0,69.0,67.0,68.0,67.0,1011,2.4
2025-07-31 12:45:36,59.0,57.0,56.0,59.0,55.0,58.0,56.0,57.0,56.0,1011,2.4
2025-07-31 12:45:37,71.0,70.0,67.0,71.0,68.0,71.0,69.0,70.0,69.0,1012,2.4
2025-07-31 12:45:38,70.0,69.0,67.0,70.0,68.0,70.0,69.0,70.0,68.0,1011,2.4
