Timestamp,Package_Temp(°C),Core0_Temp(°C),Core1_Temp(°C),Core2_Temp(°C),Core3_Temp(°C),Core4_Temp(°C),Core5_Temp(°C),Core6_Temp(°C),Core7_Temp(°C),Fan_Speed(RPM),task_level,optimized_task_level
2025-07-31 12:44:09,53.0,45.0,49.0,47.0,44.0,46.0,44.0,53.0,47.0,1013,2.4,6.989486974210915
2025-07-31 12:44:10,45.0,44.0,43.0,44.0,43.0,44.0,44.0,44.0,43.0,1012,2.4,8.918103478615523
2025-07-31 12:44:11,64.0,63.0,51.0,63.0,55.0,64.0,53.0,59.0,51.0,1008,2.4,5.903368083558238
2025-07-31 12:44:12,65.0,63.0,60.0,63.0,59.0,61.0,62.0,62.0,62.0,1009,2.4,1.7432271176261436
2025-07-31 12:44:13,55.0,55.0,52.0,55.0,54.0,55.0,54.0,54.0,53.0,1005,2.4,1.001073240640383
2025-07-31 12:44:14,53.0,52.0,51.0,53.0,51.0,53.0,51.0,53.0,51.0,1008,2.4,1.4325074495299153
2025-07-31 12:44:15,52.0,51.0,48.0,51.0,50.0,52.0,49.0,52.0,49.0,1010,2.4,2.827954168721481
2025-07-31 12:44:16,62.0,56.0,55.0,62.0,61.0,60.0,59.0,58.0,56.0,1006,2.4,1.2382320327664793
2025-07-31 12:44:17,56.0,56.0,53.0,55.0,54.0,56.0,56.0,55.0,56.0,1009,2.4,1.221898789952888
2025-07-31 12:44:18,65.0,64.0,61.0,64.0,63.0,64.0,53.0,65.0,63.0,1010,2.4,0.1301560620156454
2025-07-31 12:44:19,56.0,55.0,54.0,57.0,55.0,56.0,55.0,55.0,54.0,1006,2.4,0.1
2025-07-31 12:44:20,53.0,52.0,51.0,53.0,52.0,53.0,51.0,53.0,52.0,1009,2.4,0.49443171934966934
2025-07-31 12:44:21,52.0,52.0,50.0,51.0,51.0,52.0,49.0,52.0,50.0,1010,2.4,2.7525853017304387
2025-07-31 12:44:22,70.0,65.0,60.0,70.0,65.0,70.0,65.0,67.0,63.0,1006,2.4,0.14360231107067917
2025-07-31 12:44:23,55.0,53.0,52.0,53.0,52.0,55.0,52.0,53.0,52.0,1008,2.4,0.922414386166543
2025-07-31 12:44:24,53.0,52.0,50.0,52.0,51.0,53.0,51.0,53.0,51.0,1009,2.4,3.2101372740049787
2025-07-31 12:44:25,67.0,65.0,61.0,67.0,65.0,67.0,66.0,65.0,65.0,1007,2.4,0.1523338177847274
2025-07-31 12:44:27,55.0,54.0,52.0,54.0,54.0,55.0,53.0,54.0,52.0,1008,2.4,1.872767546515457
2025-07-31 12:44:28,56.0,54.0,52.0,55.0,54.0,55.0,54.0,54.0,54.0,1007,2.4,3.4745215338924615
2025-07-31 12:44:29,67.0,66.0,62.0,67.0,65.0,66.0,65.0,66.0,65.0,1010,2.4,0.6185192379435206
2025-07-31 12:44:30,55.0,55.0,53.0,54.0,54.0,56.0,53.0,54.0,53.0,1008,2.4,2.365451641544421
